ID,Block Number,Restriction,Time Limit,Street,Payment Time,Total Space,Hourly Rate,Mobile Payment Number,Pay Type,Business Zone,Center Point,Line
480,PBP-137,NONE,2 HOUR,Notre Dame Ave,0800 - 1730,4,1.75,204547,PaybyPhone Only,Exchange,POINT (-97.1424258005957 49.895993946568),"MULTILINESTRING ((-97.1422432272696 49.8959354167115, -97.1426083715995 49.8960524752513))"
498,PBP-010,NONE,9.5 HOUR,Galt Ave,0800 - 1730,2,1.75,204694,PaybyPhone Only,No Biz Zone,POINT (-97.1327977583715 49.901004505322),"MULTILINESTRING ((-97.1327135947652 49.9009775087767, -97.1328819248245 49.9010315026892))"
384,4517,NONE,2 HOUR,Hargrave St,0800 - 1730,5,1.75,204294,"Paystation, PaybyPhone",Downtown,POINT (-97.1416280866756 49.887675566258),"MULTILINESTRING ((-97.1415421094055 49.8875171598974, -97.1417140651583 49.8878339737494))"
713,4868,NONE,4 HOUR,William Ave,0800 - 1730,8,2.75,204641,"Paystation, PaybyPhone",Health Science Centre,POINT (-97.1628949997925 49.9065746293907),"MULTILINESTRING ((-97.1625795673061 49.9064733669945, -97.1632104346295 49.9066758912607))"
930,3407,NONE,2 HOUR,Edmonton St,0800 - 1730,7,1.75,204265,"Paystation, PaybyPhone",Downtown,POINT (-97.143413199682 49.8852509498697),"MULTILINESTRING ((-97.1432980260474 49.8850388169444, -97.1435283739782 49.885463082035))"
420,3430,NONE,2 HOUR,Carlton St,0800 - 1730,2,2.75,204236,"Paystation, PaybyPhone",Downtown,POINT (-97.143093077742 49.8873043482595),"MULTILINESTRING ((-97.1430515296192 49.8872277084428, -97.1431346253751 49.8873809869147))"
2578,3132,"AM, PM",2 HOUR,Broadway,0900 - 1530,3,2.75,204230,"Paystation, PaybyPhone",Downtown,POINT (-97.1413142052869 49.8875193405265),"MULTILINESTRING ((-97.1411825328153 49.8875491717821, -97.141445876569 49.8874895093544))"
737,PBP-092,"AM, PM",2 HOUR,Logan Ave,0900 - 1530,10,1.75,204702,PaybyPhone Only,No Biz Zone,POINT (-97.1425467289988 49.9047960413681),"MULTILINESTRING ((-97.1422387668333 49.9046972697599, -97.1428546938433 49.9048948126155))"
2358,4514,NONE,9.5 HOUR,Galt Ave,0800 - 1730,2,1.75,204693,"Paystation, PaybyPhone",No Biz Zone,POINT (-97.1318122413997 49.9006893865619),"MULTILINESTRING ((-97.1317282149092 49.9006624329385, -97.131896268528 49.900716340299))"
2905,PBP-020,NONE,2 HOUR,Ellen St,0800 - 1730,1,1.75,204690,PaybyPhone Only,No Biz Zone,POINT (-97.14378549814 49.9036743866021),"MULTILINESTRING ((-97.1438018692691 49.9036535350468, -97.1437691262319 49.9036952391293))"
373,PBP-162,NONE,2 HOUR,Graham Ave,0800 - 1730,2,2.75,204288,PaybyPhone Only,Downtown,POINT (-97.1456279905522 49.8915062379766),"MULTILINESTRING ((-97.1455549010945 49.8915227780273, -97.1457010811522 49.8914896976101))"
159,3395,NONE,4 HOUR,Olivia St,0800 - 1730,3,2.75,204626,"Paystation, PaybyPhone",Health Science Centre,POINT (-97.1587770673093 49.9022600111443),"MULTILINESTRING ((-97.1588384072243 49.9021797162754, -97.1587157259389 49.9023403076187))"
627,PBP-210,PM,2 HOUR,York Ave,0800 - 1530,5,1.75,204443,"Paystation, PaybyPhone",Downtown,POINT (-97.1393646557901 49.8895009217472),"MULTILINESTRING ((-97.1391588172612 49.8895476183247, -97.139570491758 49.8894542252959))"
2930,3111,"AM, PM",2 HOUR,Smith St,,3,2.75,204397,"Paystation, PaybyPhone",Downtown,POINT (-97.1416107271942 49.8930877673248),"MULTILINESTRING ((-97.141559769585 49.8929940138166, -97.141595704291 49.8930601277249, -97.1416616842924 49.8931815195127))"
102,PBP-106,"AM, PM",2 HOUR,Main St,0900 - 1530,4,1.75,204335,PaybyPhone Only,Downtown,POINT (-97.1373226633252 49.9010600897564),"MULTILINESTRING ((-97.1373900180843 49.9009813934873, -97.1373497925707 49.9010283909687, -97.1372600204969 49.9011332837099, -97.1372553065202 49.9011387928392))"
815,PBP-080,NONE,2 HOUR,Henry Ave,0800 - 1730,5,1.75,204303,PaybyPhone Only,Downtown,POINT (-97.1385517816779 49.9048050035232),"MULTILINESTRING ((-97.1383959109426 49.9047549993118, -97.1387076541933 49.9048550079931))"
283,3096,NONE,2 HOUR,Portage Ave,0800 - 1730,5,1.75,204361,"Paystation, PaybyPhone",Downtown,POINT (-97.1515947506664 49.890828960922),"MULTILINESTRING ((-97.1513813670417 49.8909072513644, -97.1518081333404 49.8907506701829))"
2253,4866,NONE,4 HOUR,Lydia St,0800 - 1730,1,2.75,204613,"Paystation, PaybyPhone",Health Science Centre,POINT (-97.1532822219412 49.903255810838),"MULTILINESTRING ((-97.1533020925315 49.9032300338966, -97.1532623486667 49.9032815912306))"
617,4188,NONE,2 HOUR,Garry St,0800 - 1730,4,1.75,204283,"Paystation, PaybyPhone",Downtown,POINT (-97.1378844932313 49.8885637792073),"MULTILINESTRING ((-97.1378154318234 49.8884364889052, -97.1379535547557 49.8886910690117))"
449,3380,NONE,2 HOUR,Princess St,0800 - 1730,8,1.75,204555,"Paystation, PaybyPhone",Exchange,POINT (-97.1416390603187 49.8989720660447),"MULTILINESTRING ((-97.1417842882138 49.8987846754809, -97.1414938313518 49.8991594563547))"
415,3134,PM,2 HOUR,Donald St,0800 - 1530,9,1.75,204255,"Paystation, PaybyPhone",Downtown,POINT (-97.1407842762165 49.888857689031),"MULTILINESTRING ((-97.1406507316611 49.8886116297342, -97.1407275486593 49.8887531673491, -97.1409178215077 49.8891037470594))"
203,PBP-108,NONE,9.5 HOUR,Waterfront Dr,0800 - 1730,9,1.75,204714,PaybyPhone Only,No Biz Zone,POINT (-97.128685893236 49.9009360855502),"MULTILINESTRING ((-97.1290700332571 49.9008077579868, -97.1288274712404 49.9008900386772, -97.1285870994416 49.9009682171197, -97.1283266950718 49.9010529100936, -97.1283002637656 49.9010625057819))"
288,4174,NONE,2 HOUR,Kennedy St,0800 - 1730,3,2.75,204308,"Paystation, PaybyPhone",Downtown,POINT (-97.147934832586 49.8911900706514),"MULTILINESTRING ((-97.1479003038491 49.8911264564904, -97.1479693614663 49.8912536848986))"
657,PBP-026,"AM, PM",2 HOUR,York Ave,0900 - 1530,1,1.75,204447,PaybyPhone Only,Downtown,POINT (-97.1385970721238 49.8897953183149),"MULTILINESTRING ((-97.1385642446588 49.8898027534186, -97.1386044020748 49.8897936581502, -97.138629871631 49.8897878803139))"
60,PBP-056,NONE,2 HOUR,McDermot Ave,0800 - 1730,3,2.75,204542,PaybyPhone Only,Exchange,POINT (-97.1382403323582 49.8970209902733),"MULTILINESTRING ((-97.1381371031885 49.8970310877372, -97.138343559059 49.8970108929551))"
432,4229,NONE,2 HOUR,Albert St,0800 - 1730,2,2.75,204486,"Paystation, PaybyPhone",Exchange,POINT (-97.1401997455683 49.8976750237646),"MULTILINESTRING ((-97.1401935933161 49.8976170019825, -97.1402058978663 49.8977330458385))"
100,PBP-163,"AM, PM",2 HOUR,Main St,0900 - 1530,2,2.75,204534,PaybyPhone Only,Exchange,POINT (-97.1391685582933 49.8975191735536),"MULTILINESTRING ((-97.1391575902779 49.8974747730429, -97.1391795252858 49.8975635698403))"
252,4515,NONE,2 HOUR,Kennedy St,0800 - 1730,5,2.75,204311,"Paystation, PaybyPhone",Downtown,POINT (-97.1468741992315 49.8892114066097),"MULTILINESTRING ((-97.1468166475491 49.8891053317969, -97.1469317516876 49.8893174823537))"
19,3443,NONE,2 HOUR,Assiniboine Ave,0800 - 1730,6,1.75,204206,"Paystation, PaybyPhone",Downtown,POINT (-97.1356335666737 49.8862838994433),"MULTILINESTRING ((-97.1353641702804 49.8863870467357, -97.1359029594439 49.8861807524732))"
187,PBP-212,NONE,2 HOUR,Waterfront Dr,0800 - 1730,7,1.75,204429,"Paystation, PaybyPhone",Downtown,POINT (-97.1322615134799 49.8945512309789),"MULTILINESTRING ((-97.1321146110946 49.8944259993604, -97.1321649960146 49.8944698679344, -97.1322456916339 49.8945379239161, -97.1323208560096 49.8946011413011, -97.1323944285221 49.8946632775622, -97.1324091728383 49.8946761072322))"
1066,4934,NONE,2 HOUR,Market Ave,0800 - 1730,2,2.75,204536,"Paystation, PaybyPhone",Exchange,POINT (-97.1358997413175 49.8984683860153),"MULTILINESTRING ((-97.1358315906487 49.8984466064799, -97.1359678944069 49.8984901662647))"
1093,PBP-187,NONE,2 HOUR,William Stephenson Way,0800 - 1730,8,1.75,204438,PaybyPhone Only,Downtown,POINT (-97.1332166238075 49.892619146611),"MULTILINESTRING ((-97.1329232900104 49.8924975334878, -97.1331423400649 49.8925927801171, -97.1335223265831 49.8927276528665))"
333,4539,NONE,2 HOUR,Carlton St,0800 - 1730,10,1.75,204790,"Paystation, PaybyPhone",West End,POINT (-97.1477828011426 49.8959868936535),"MULTILINESTRING ((-97.1476677461392 49.8957747286733, -97.1478978572522 49.8961990586941))"
2223,4931,NONE,2 HOUR,Hargrave St,0800 - 1730,1,1.75,204299,"Paystation, PaybyPhone",Downtown,POINT (-97.1446560988896 49.8986080581189),"MULTILINESTRING ((-97.1446725270238 49.8985868572234, -97.1446396710567 49.8986292586046))"
2920,PBP-068,NONE,2 HOUR,Stanley St,0800 - 1730,2,1.75,204710,PaybyPhone Only,No Biz Zone,POINT (-97.1392133839105 49.9046786254704),"MULTILINESTRING ((-97.139265963574 49.9046101505147, -97.139160803188 49.9047471015871))"
357,3195,NONE,2 HOUR,Portage Ave,0800 - 1730,8,2.75,204369,"Paystation, PaybyPhone",Downtown,POINT (-97.1452667741521 49.8928441561033),"MULTILINESTRING ((-97.1450247882584 49.8929330709886, -97.1455087594831 49.8927552405935))"
780,4513,NONE,9.5 HOUR,Alexander Ave,0800 - 1730,10,1.75,204491,"Paystation, PaybyPhone",Exchange,POINT (-97.1323117103816 49.900211040438),"MULTILINESTRING ((-97.1318825656673 49.900073343216, -97.1319669220719 49.9001004103608, -97.1327408546925 49.9003487351632))"
652,3163,NONE,2 HOUR,Donald St,0800 - 1730,2,1.75,204259,"Paystation, PaybyPhone",Downtown,POINT (-97.1393363120723 49.8861932075847),"MULTILINESTRING ((-97.1393053688233 49.8861361981185, -97.1393672577472 49.8862502213774))"
440,3386,AM,2 HOUR,Princess St,0900 - 1730,8,1.75,204556,"Paystation, PaybyPhone",Exchange,POINT (-97.1423650567214 49.8983237041848),"MULTILINESTRING ((-97.1425208547803 49.8981226821327, -97.1422097832065 49.8985240475577, -97.1422092573193 49.8985247261375))"
534,PBP-030,NONE,2 HOUR,Adelaide St,0800 - 1730,5,1.75,204485,PaybyPhone Only,Exchange,POINT (-97.1445456690287 49.8971303539987),"MULTILINESTRING ((-97.1446483941925 49.8969976484033, -97.1444752288979 49.897221351671, -97.144442941902 49.8972630613038))"
840,4931,NONE,2 HOUR,Hargrave St,0800 - 1730,12,1.75,204299,"Paystation, PaybyPhone",Downtown,POINT (-97.1444805327339 49.898834629038),"MULTILINESTRING ((-97.1446387403489 49.8986304597032, -97.1443223240724 49.8990387977802))"
176,3188,NONE,4 HOUR,McDermot Ave,0800 - 1730,4,2.75,204616,"Paystation, PaybyPhone",Health Science Centre,POINT (-97.1623550973246 49.9041477640433),"MULTILINESTRING ((-97.1621750369629 49.9040899767079, -97.1625351582335 49.9042055511371))"
2384,PBP-175,"AM, PM",2 HOUR,Pioneer Ave,0900 - 1530,8,1.75,204358,PaybyPhone Only,Downtown,POINT (-97.1368246938626 49.8942265119083),"MULTILINESTRING ((-97.1364744270265 49.8941130911058, -97.13717496295 49.8943399318515))"
238,1602,"AM, PM",2 HOUR,Balmoral St,0900 - 1530,8,1.75,204807,"Paystation, PaybyPhone",West End,POINT (-97.152749184387 49.8911175957082),"MULTILINESTRING ((-97.1527625177702 49.8908800673896, -97.1527358508481 49.8913551244619))"
1084,4258,PM,2 HOUR,York Ave,0800 - 1530,3,1.75,204452,"Paystation, PaybyPhone",Downtown,POINT (-97.1379560256747 49.8898180302438),"MULTILINESTRING ((-97.1378246771486 49.8898477784005, -97.1380873742136 49.8897882818992))"
2738,4247,NONE,2 HOUR,Garry St,0800 - 1730,2,1.75,204284,"Paystation, PaybyPhone",Downtown,POINT (-97.1399743919856 49.8924098403662),"MULTILINESTRING ((-97.139931186708 49.8923302071735, -97.1400175982982 49.8924894751875))"
126,PBP-180,NONE,2 HOUR,Rupert Ave,0800 - 1730,4,1.75,204394,PaybyPhone Only,Downtown,POINT (-97.137741171529 49.900962007002),"MULTILINESTRING ((-97.1376064748626 49.9009190240887, -97.1378758683366 49.9010049897277))"
215,PBP-157,NONE,9.5 HOUR,Dominion St,0800 - 1730,3,1.75,204794,PaybyPhone Only,West End,POINT (-97.1781591223153 49.8847359570321),"MULTILINESTRING ((-97.1781608542824 49.8846211418353, -97.1781657363511 49.8846498210533, -97.1781502958698 49.8848509052095))"
303,4272,NONE,2 HOUR,St Mary Ave,0800 - 1730,3,2.75,204409,"Paystation, PaybyPhone",Downtown,POINT (-97.1474201730479 49.8894478387776),"MULTILINESTRING ((-97.1473216718024 49.889470152802, -97.1475186664553 49.8894255264247))"
1028,3418,NONE,4 HOUR,Furby St,0800 - 1730,5,2.75,204608,"Paystation, PaybyPhone",Health Science Centre,POINT (-97.1560108791526 49.9017602013723),"MULTILINESTRING ((-97.1561125875498 49.9016282445031, -97.1559091700543 49.9018921583404))"
484,4510,NONE,2 HOUR,Adelaide St,0800 - 1730,2,1.75,204483,"Paystation, PaybyPhone",Exchange,POINT (-97.1426831839159 49.8995366354234),"MULTILINESTRING ((-97.1427143236913 49.8994964258657, -97.1426520421807 49.8995768474362))"
755,PBP-169,NONE,4 HOUR,Bannatyne Ave,0800 - 1730,4,2.75,204604,PaybyPhone Only,Health Science Centre,POINT (-97.1529242747004 49.9021489098345),"MULTILINESTRING ((-97.1527597186334 49.9020960562568, -97.1530888310055 49.90220176314))"
2478,7232,PM,2 HOUR,King St,0800 - 1530,2,2.75,204517,"Paystation, PaybyPhone",Exchange,POINT (-97.1418808309521 49.8970539663397),"MULTILINESTRING ((-97.1419261938722 49.896994945683, -97.1418354686501 49.89711298603))"
900,PBP-166,NONE,2 HOUR,Pacific Ave,0800 - 1730,10,1.75,204356,PaybyPhone Only,Downtown,POINT (-97.141397791141 49.9025870280281),"MULTILINESTRING ((-97.1410860594586 49.9024870471575, -97.1412310621699 49.9025335566406, -97.1417095264651 49.9026870032169))"
494,PBP-032,NONE,2 HOUR,Alexander Ave,0800 - 1730,2,1.75,204489,PaybyPhone Only,Exchange,POINT (-97.1341748984295 49.9008960464311),"MULTILINESTRING ((-97.1341005940308 49.9008722122813, -97.1342492007941 49.9009198798575))"
2585,3430,NONE,2 HOUR,Carlton St,0800 - 1730,4,2.75,204236,"Paystation, PaybyPhone",Downtown,POINT (-97.1436546821059 49.8883447681173),"MULTILINESTRING ((-97.1435881362926 49.8882220228086, -97.1437212287602 49.888467514315))"
1076,4243,NONE,2 HOUR,Fort St,0800 - 1730,3,1.75,204278,"Paystation, PaybyPhone",Downtown,POINT (-97.1365332803067 49.8887706218158),"MULTILINESTRING ((-97.1364873336798 49.888685740708, -97.136579227325 49.88885550333))"
807,PBP-124,NONE,2 HOUR,Cumberland Ave,0800 - 1730,7,1.75,204250,PaybyPhone Only,Downtown,POINT (-97.147571816889 49.8967725729245),"MULTILINESTRING ((-97.147353591412 49.8967026315523, -97.1477900443816 49.8968425143305))"
2248,3417,NONE,4 HOUR,Furby St,0800 - 1730,1,2.75,204607,"Paystation, PaybyPhone",Health Science Centre,POINT (-97.1555662389626 49.9023328818868),"MULTILINESTRING ((-97.1555917080817 49.9022998449372, -97.1555407652239 49.9023659247779))"
410,3132,"AM, PM",2 HOUR,Broadway,0900 - 1530,7,2.75,204230,"Paystation, PaybyPhone",Downtown,POINT (-97.1407703383199 49.8876378021022),"MULTILINESTRING ((-97.1404553587223 49.8877091606251, -97.1410853180727 49.88756644248))"
591,PBP-202,NONE,2 HOUR,St Mary Ave,0800 - 1730,2,1.75,204411,"Paystation, PaybyPhone",Downtown,POINT (-97.1384633813922 49.8914827647632),"MULTILINESTRING ((-97.1383977269192 49.8914976791806, -97.1385290361022 49.8914678502456))"
1217,PBP-047,NONE,2 HOUR,Kennedy St,0800 - 1730,8,1.75,204314,PaybyPhone Only,Downtown,POINT (-97.1443808588434 49.884581834359),"MULTILINESTRING ((-97.1442545022179 49.8843484185125, -97.1445072171239 49.8848152508681))"
279,3451,NONE,2 HOUR,Graham Ave,0800 - 1730,3,2.75,204290,"Paystation, PaybyPhone",Downtown,POINT (-97.1474887335775 49.8910804118442),"MULTILINESTRING ((-97.1473902484491 49.8911027736989, -97.1475872214023 49.891058049273))"
67,3403,NONE,2 HOUR,McDermot Ave,0800 - 1730,6,1.75,204543,"Paystation, PaybyPhone",Exchange,POINT (-97.1363398748878 49.8968375648514),"MULTILINESTRING ((-97.1361275728864 49.8967884060741, -97.1365521793948 49.8968867237212))"
2338,PBP-009,NONE,9.5 HOUR,George Ave,0800 - 1730,2,1.75,204697,PaybyPhone Only,No Biz Zone,POINT (-97.1299386710462 49.9010636758447),"MULTILINESTRING ((-97.1298525586737 49.9010359070103, -97.1299404676274 49.9010642551909, -97.1300248567699 49.9010913217648))"
1259,PBP-161,NONE,2 HOUR,Assiniboine Ave,0800 - 1730,1,1.75,204208,PaybyPhone Only,Downtown,POINT (-97.1430053560623 49.8835790421585),"MULTILINESTRING ((-97.1429455083574 49.8836019622569, -97.1430652081222 49.8835561203396))"
1938,3425,NONE,2 HOUR,King St,0800 - 1730,1,2.75,204514,"Paystation, PaybyPhone",Exchange,POINT (-97.1409283083214 49.8985401596176),"MULTILINESTRING ((-97.1409439437956 49.8985200760716, -97.1409126723227 49.8985602438186))"
194,PBP-188,"AM, PM",2 HOUR,Pioneer Ave,0900 - 1530,4,1.75,204359,PaybyPhone Only,Downtown,POINT (-97.1337986899446 49.8930824307914),"MULTILINESTRING ((-97.1336773956923 49.8930003616137, -97.1337701713879 49.8930639508447, -97.133922704894 49.8931627918931))"
679,3169,NONE,4 HOUR,Tache Ave,0800 - 1730,6,2.75,204772,"Paystation, PaybyPhone",St Boniface,POINT (-97.123574872999 49.8844081224818),"MULTILINESTRING ((-97.1235582366474 49.8842313544977, -97.1235915095167 49.8845848909345))"
909,7219,NONE,2 HOUR,James Ave,0800 - 1730,6,1.75,204509,"Paystation, PaybyPhone",Exchange,POINT (-97.1336177999115 49.8987338773964),"MULTILINESTRING ((-97.1333530561516 49.8986492455354, -97.1338825455462 49.8988185089571))"
321,4502,NONE,2 HOUR,Vaughan St,0800 - 1730,4,2.75,204425,"Paystation, PaybyPhone",Downtown,POINT (-97.1507392226284 49.8932749919601),"MULTILINESTRING ((-97.1506931778198 49.8931901308977, -97.1507852669731 49.8933598518509))"
2278,PBP-169,NONE,4 HOUR,Bannatyne Ave,0800 - 1730,5,2.75,204604,PaybyPhone Only,Health Science Centre,POINT (-97.1534793227352 49.9023223470223),"MULTILINESTRING ((-97.1532681648168 49.9022545268816, -97.1535532273729 49.9023460837324, -97.1536904780043 49.9023901657397))"
590,4282,"AM, PM",2 HOUR,St Mary Ave,0900 - 1530,4,1.75,204421,"Paystation, PaybyPhone",Downtown,POINT (-97.1382417520074 49.8913966974545),"MULTILINESTRING ((-97.1381104431193 49.8914265260043, -97.1383730612721 49.891366868634))"
2300,PBP-118,NONE,9.5 HOUR,Waterfront Dr,0800 - 1730,4,1.75,204715,PaybyPhone Only,No Biz Zone,POINT (-97.1270639000007 49.9031099865548),"MULTILINESTRING ((-97.1271117423723 49.9029821694466, -97.1270160576396 49.9032378029381))"
323,PBP-193,NONE,2 HOUR,Kennedy St,0800 - 1730,2,1.75,204802,PaybyPhone Only,West End,POINT (-97.1496071113126 49.8942699417545),"MULTILINESTRING ((-97.1495838981471 49.8942271765464, -97.1496303259771 49.8943127096437))"
1118,PBP-131,NONE,2 HOUR,Dagmar St,0800 - 1730,12,1.75,204251,PaybyPhone Only,Downtown,POINT (-97.1447718477337 49.9000505775216),"MULTILINESTRING ((-97.1449585806868 49.8998092812906, -97.1449446055404 49.899827340128, -97.1448187534981 49.899989965964, -97.1446929010976 49.9001525918584, -97.1445851067701 49.9002918814612))"
611,3116,"AM, PM",2 HOUR,Main St,0900 - 1530,8,1.75,204333,"Paystation, PaybyPhone",Downtown,POINT (-97.1360937903157 49.8907346018604),"MULTILINESTRING ((-97.1359663466296 49.8904982934595, -97.1362212349901 49.89097090964))"
297,4169,NONE,2 HOUR,Edmonton St,0800 - 1730,4,2.75,204268,"Paystation, PaybyPhone",Downtown,POINT (-97.1461822775945 49.8902849008301),"MULTILINESTRING ((-97.1461362277993 49.8902001059816, -97.1462283276001 49.8903696957499))"
221,PBP-132,NONE,2 HOUR,Selkirk Ave,0800 - 1730,9,1.75,204743,PaybyPhone Only,Selkirk,POINT (-97.1450776369865 49.9157466912139),"MULTILINESTRING ((-97.1447430972198 49.9156394767842, -97.1454121784755 49.9158539047565))"
634,PBP-206,"AM, PM",2 HOUR,Broadway,0900 - 1530,8,1.75,204228,"Paystation, PaybyPhone",Downtown,POINT (-97.136885330847 49.8885227501567),"MULTILINESTRING ((-97.13653237058 49.8886025087887, -97.1372382900873 49.8884429904218))"
137,7201,NONE,2 HOUR,Arthur St,0800 - 1730,4,2.75,204495,"Paystation, PaybyPhone",Exchange,POINT (-97.1408500318199 49.8976405498652),"MULTILINESTRING ((-97.140931938991 49.8975344168973, -97.1407681231326 49.8977466842732))"
510,3102,NONE,2 HOUR,James Ave,0800 - 1730,4,2.75,204306,"Paystation, PaybyPhone",Downtown,POINT (-97.1389276603388 49.9004621698512),"MULTILINESTRING ((-97.1388028728396 49.9004223033858, -97.1390524460906 49.9005020355586))"
257,4273,"AM, PM",2 HOUR,York Ave,0900 - 1530,6,2.75,204446,"Paystation, PaybyPhone",Downtown,POINT (-97.1467373615953 49.8879615356297),"MULTILINESTRING ((-97.1464705263178 49.8880108240058, -97.146899629091 49.8879315621028, -97.1470064206855 49.8879182715972))"
2901,,NONE,2 HOUR,Memorial Blvd,,46,,999999999,,,POINT (-97.147951210269 49.8867574658239),"MULTILINESTRING ((-97.1476630925176 49.8863236227007, -97.1482393328431 49.8871913076964))"
